0.000000,0.784448
0.010000,0.725529
0.020000,0.761278
0.030000,0.755975
0.040000,0.744338
0.050000,0.736968
0.060000,0.741066
0.070000,0.741590
0.080000,0.726261
0.090000,0.761656
0.100000,0.723166
0.110000,0.763909
0.120000,0.804652
0.130000,0.750139
0.140000,0.789076
0.150000,0.799366
0.160000,0.800102
0.170000,0.743349
0.180000,0.735485
0.190000,0.741682
0.200000,0.783305
0.210000,0.800192
0.220000,0.790823
0.230000,0.744083
0.240000,0.804746
0.250000,0.777960
0.260000,0.805077
0.270000,0.806699
0.280000,0.776677
0.290000,0.825273
0.300000,0.790373
0.310000,0.798516
0.320000,0.798496
0.330000,0.823522
0.340000,0.800869
0.350000,0.754288
0.360000,0.747062
0.370000,0.785491
0.380000,0.772586
0.390000,0.770800
0.400000,0.749974
0.410000,0.796111
0.420000,0.777435
0.430000,0.792598
0.440000,0.754104
0.450000,0.832589
0.460000,0.758092
0.470000,0.837841
0.480000,0.837937
0.490000,0.814897
0.500000,0.805088
0.510000,0.801632
0.520000,0.811770
0.530000,0.836492
0.540000,0.847867
0.550000,0.804218
0.560000,0.841187
0.570000,0.826346
0.580000,0.794269
0.590000,0.810629
0.600000,0.779098
0.610000,0.771141
0.620000,0.776242
0.630000,0.856739
0.640000,0.802101
0.650000,0.840116
0.660000,0.820063
0.670000,0.787784
0.680000,0.796218
0.690000,0.816132
0.700000,0.817207
0.710000,0.826445
0.720000,0.790946
0.730000,0.813255
0.740000,0.805153
0.750000,0.818631
0.760000,0.812478
0.770000,0.839314
0.780000,0.859328
0.790000,0.846013
0.800000,0.788746
0.810000,0.792476
0.820000,0.851729
0.830000,0.813169
0.840000,0.857986
0.850000,0.852125
0.860000,0.877956
0.870000,0.875498
0.880000,0.822352
0.890000,0.848132
0.900000,0.804840
0.910000,0.826515
0.920000,0.889134
0.930000,0.863042
0.940000,0.833215
0.950000,0.854346
0.960000,0.889461
0.970000,0.827434
0.980000,0.834957
0.990000,0.877264
1.000000,0.880222
1.010000,0.866718
1.020000,0.883402
1.030000,0.875180
1.040000,0.870637
1.050000,0.855525
1.060000,0.868275
1.070000,0.846797
1.080000,0.841420
1.090000,0.842274
1.100000,0.824815
1.110000,0.828980
1.120000,0.903095
1.130000,0.857721
1.140000,0.832510
1.150000,0.824371
1.160000,0.819087
1.170000,0.896567
1.180000,0.822988
1.190000,0.890708
1.200000,0.897877
1.210000,0.903474
1.220000,0.819619
1.230000,0.850256
1.240000,0.893942
1.250000,0.831146
1.260000,0.856439
1.270000,0.835715
1.280000,0.903346
1.290000,0.898039
1.300000,0.902548
1.310000,0.838910
1.320000,0.866832
1.330000,0.864857
1.340000,0.892111
1.350000,0.848929
1.360000,0.870293
1.370000,0.855061
1.380000,0.902115
1.390000,0.872843
1.400000,0.882038
1.410000,0.860268
1.420000,0.910865
1.430000,0.877583
1.440000,0.914869
1.450000,0.868815
1.460000,0.927414
1.470000,0.931813
1.480000,0.880202
1.490000,0.862874
1.500000,0.873544
1.510000,0.888760
1.520000,0.933295
1.530000,0.919010
1.540000,0.918096
1.550000,0.852457
1.560000,0.864261
1.570000,0.904020
1.580000,0.927953
1.590000,0.896632
1.600000,0.852071
1.610000,0.927033
1.620000,0.928189
1.630000,0.872205
1.640000,0.920635
1.650000,0.872224
1.660000,0.936094
1.670000,0.860915
1.680000,0.890541
1.690000,0.942047
1.700000,0.870219
1.710000,0.893734
1.720000,0.884184
1.730000,0.852495
1.740000,0.855753
1.750000,0.901225
1.760000,0.875197
1.770000,0.951664
1.780000,0.890293
1.790000,0.856208
1.800000,0.947057
1.810000,0.938475
1.820000,0.920134
1.830000,0.934854
1.840000,0.870052
1.850000,0.885554
1.860000,0.940413
1.870000,0.927614
1.880000,0.872452
1.890000,0.929691
1.900000,0.904560
1.910000,0.860785
1.920000,0.868741
1.930000,0.886966
1.940000,0.945423
1.950000,0.917359
1.960000,0.935751
1.970000,0.916351
1.980000,0.875237
1.990000,0.893471
2.000000,0.895316
2.010000,0.870514
2.020000,0.908258
2.030000,0.946199
2.040000,0.913052
2.050000,0.878956
2.060000,0.958913
2.070000,0.928597
2.080000,0.871090
2.090000,0.921505
2.100000,0.894681
2.110000,0.885362
2.120000,0.914443
2.130000,0.933513
2.140000,0.896599
2.150000,0.914708
2.160000,0.939995
2.170000,0.882624
2.180000,0.972031
2.190000,0.881834
2.200000,0.928171
2.210000,0.926795
2.220000,0.975390
2.230000,0.932465
2.240000,0.916586
2.250000,0.925043
2.260000,0.942083
2.270000,0.977105
2.280000,0.904849
2.290000,0.881589
2.300000,0.959296
2.310000,0.915402
2.320000,0.954691
2.330000,0.944696
2.340000,0.959492
2.350000,0.956330
2.360000,0.916531
2.370000,0.888179
2.380000,0.938811
2.390000,0.966023
2.400000,0.902641
2.410000,0.963505
2.420000,0.932510
2.430000,0.956041
2.440000,0.950129
2.450000,0.968556
2.460000,0.894166
2.470000,0.965923
2.480000,0.934518
2.490000,0.918538
2.500000,0.894017
2.510000,0.910024
2.520000,0.894706
2.530000,0.984290
2.540000,0.942926
2.550000,0.990734
2.560000,0.946556
2.570000,0.918015
2.580000,0.968441
2.590000,0.912649
2.600000,0.929661
2.610000,0.972471
2.620000,0.981388
2.630000,0.928421
2.640000,0.908094
2.650000,0.932865
2.660000,0.985427
2.670000,0.971222
2.680000,0.986767
2.690000,0.936377
2.700000,0.995494
2.710000,0.948148
2.720000,0.948685
